iterID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,ParetoFamily,Pareto_f1,Pareto_f2
1,175.28696145903479,157.74455439126967,146.1363912805258,174.71886672118575,159.70253249814598,138.18742915981167,154.86573619809658,128.03976121282693,167.5983594555092,176.1434558669481,178.3800898965226,162.91601247375843,145.1821443787189,0.0,0.04224743073259407,0.8744371875974937
1,169.63085277087202,157.74455439126967,146.1363912805258,174.71886672118575,159.56082030054796,152.3022395054044,160.99387845912315,128.85342919788485,142.26231069041646,178.5378925613369,173.92110954505839,164.06124129419186,146.55420122167016,0.0,0.04300382756049534,0.870135535311215
1,125.99594890665772,157.69177982468608,155.4452763363731,177.95796522396247,162.03316000398405,141.2401629822067,159.45815244752822,128.13987800268762,174.42152258101626,175.2402378365511,172.66588181169496,164.3104906097298,150.13386571384157,0.0,0.045153226421317944,0.8654185008507878
1,179.8655184256408,139.18035913732345,153.74802047000455,174.1519195896097,165.57849305438612,156.3032895825464,159.59101941146892,129.0272578167958,140.51674746845683,178.5136656573391,169.4273179077371,166.2064958889854,129.01700526156804,0.0,0.04601147927971272,0.8637826019539254
1,179.8655184256408,139.18035913732345,153.74802047000455,174.1519195896097,165.57849305438612,156.3032895825464,159.59101941146892,129.0272578167958,140.51674746845683,178.5136656573391,162.16931857651855,166.2064958889854,129.01700526156804,0.0,0.047290510118557644,0.860547482639699
1,173.08142588139654,157.74455439126967,146.1363912805258,174.71886672118575,159.70253249814598,136.16709488591187,154.86573619809658,128.03976121282693,117.80745842492824,176.1434558669481,174.95972343170746,164.06124129419186,140.11676299577675,0.0,0.051831611916602544,0.8468977487921164
1,175.55396562651552,146.34409461572133,123.9457430680501,174.67767335256534,159.82931881224783,136.76708502233646,149.0,148.90022623383985,157.17084110252202,178.29889956515805,171.19157377747274,163.05334857537292,113.28251952286887,0.0,0.05471057226322723,0.8444784204158611
1,131.0,146.73889377809274,124.72172352505405,177.0,156.16668786408414,133.31003650628878,149.0,159.9562147142551,171.69073912325223,178.19207378228515,164.6540687353947,163.0,140.0,0.0,0.05520238868318916,0.8433588974146607
1,173.08142588139654,157.74455439126967,146.1363912805258,174.71886672118575,159.70253249814598,136.16709488591187,154.86573619809658,128.03976121282693,117.80745842492824,176.1434558669481,155.4113696787958,164.06124129419186,140.11676299577675,0.0,0.05549403613823625,0.8381750775379424
1,166.80850079161107,157.74455439126967,154.00217506785037,174.71886672118575,159.70578963795637,136.16709488591187,154.64310390555818,127.92693540300644,117.80745842492824,176.1434558669481,174.96029651055085,164.06124129419186,111.32473985091895,0.0,0.05616741794621183,0.834541871236297
1,125.18621800269429,155.64177931258058,155.4452763363731,174.05113918471224,162.03316000398405,141.2401629822067,160.16372737297428,128.13987800268762,141.07681588879046,175.2402378365511,162.25532366329512,164.3104906097298,128.91660798917232,0.0,0.05645550922170281,0.8335909307930598
1,174.78784559904497,155.2097240672454,119.73586642841927,178.7247788213686,156.9986750924135,100.14512295874992,150.65493516489673,149.37325290701304,172.47462927586886,129.97836841403864,174.6794496387126,166.6526194552139,140.01621082783336,0.0,0.05938256592236246,0.8316527829832505
1,174.00976639386403,167.16116865949976,152.31351015129033,175.124681569507,159.78161078932007,153.59711814175228,168.28357344653566,129.53812491670993,139.88248581375598,108.30728711458771,161.78989424738697,150.1775049124286,129.01700526156804,0.0,0.059562648032507604,0.8315160984171668
1,144.6163559756924,145.79876026981702,87.91542251761187,177.0,159.82931881224783,136.76708502233646,149.0,148.90022623383985,157.17084110252202,178.29889956515805,164.7303772896409,165.4406134189783,140.0,0.0,0.0628461809060214,0.8253492182971809
1,64.91306720094794,164.23002000228837,153.74802047000455,174.57851329114774,159.5742248463512,165.83031806892953,156.48957921114172,128.67872398784723,170.9127509375472,147.99155643859643,174.72081687161017,169.16989743944774,108.69701281775251,0.0,0.06518969124755808,0.8180554511699885
1,176.95917358699737,155.2097240672454,151.03065103166776,175.17907385856034,159.68252345707117,166.39913166894104,148.45773807350034,128.7547025906412,133.7573710104406,172.50093873635916,172.2259315870212,162.35648344935808,33.62387235715914,0.0,0.06554781236103263,0.8164747950973242
