iterID,x1,x2,x3,x4,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,14.0,44.0,14.0,39.0,347.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,41.0,21.0,43.0,39.0,282.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,23.0,61.0,34.0,13.0,332.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,18.0,76.0,75.0,54.0,214.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,49.0,27.0,56.0,69.0,177.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,52.0,57.0,71.0,49.0,163.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,56.0,74.0,21.0,72.0,167.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,66.0,69.0,66.0,26.0,187.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,13.0,51.0,60.0,31.0,297.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,17.0,30.0,65.0,27.0,328.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,12.0,56.0,33.0,60.0,239.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,49.0,34.0,48.0,45.0,228.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,53.0,13.0,40.0,30.0,318.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,48.0,66.0,38.0,64.0,162.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,62.0,23.0,79.0,48.0,211.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,30.0,57.0,35.0,22.0,295.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,80.0,32.0,16.0,28.0,293.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,31.0,63.0,58.0,50.0,203.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,51.0,39.0,18.0,69.0,197.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,51.0,40.0,32.0,75.0,166.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,32.0,33.0,72.0,34.0,267.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,40.0,55.0,59.0,55.0,174.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,55.0,44.0,55.0,21.0,247.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,63.0,25.0,68.0,76.0,151.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,69.0,65.0,14.0,70.0,162.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,20.0,61.0,32.0,33.0,300.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,26.0,43.0,46.0,42.0,256.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,21.0,15.0,49.0,63.0,266.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,66.0,28.0,50.0,12.0,284.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,17.0,16.0,39.0,20.0,411.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,39.0,70.0,25.0,58.0,213.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,46.0,26.0,27.0,39.0,290.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,59.0,31.0,36.0,37.0,252.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,75.0,70.0,19.0,46.0,207.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,44.0,14.0,35.0,74.0,217.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,62.0,17.0,29.0,23.0,336.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,65.0,75.0,53.0,60.0,138.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,22.0,36.0,64.0,67.0,212.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,44.0,50.0,73.0,59.0,164.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,10.0,76.0,52.0,61.0,219.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,32.0,68.0,47.0,12.0,290.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,36.0,80.0,76.0,52.0,174.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,12.0,77.0,11.0,73.0,235.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,68.0,11.0,33.0,57.0,245.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,43.0,19.0,30.0,78.0,203.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,70.0,17.0,69.0,66.0,175.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,37.0,20.0,66.0,23.0,315.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,55.0,37.0,71.0,17.0,258.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,57.0,12.0,70.0,40.0,261.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,21.0,23.0,22.0,25.0,410.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,54.0,41.0,41.0,11.0,290.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,27.0,63.0,78.0,19.0,264.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,48.0,19.0,73.0,26.0,285.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,72.0,13.0,51.0,31.0,283.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,28.0,78.0,23.0,70.0,198.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,40.0,40.0,19.0,37.0,292.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,14.0,60.0,44.0,14.0,344.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,19.0,67.0,23.0,37.0,314.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,16.0,72.0,62.0,79.0,166.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,24.0,47.0,24.0,66.0,235.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,38.0,38.0,41.0,68.0,200.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,33.0,79.0,28.0,19.0,312.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,23.0,46.0,42.0,47.0,256.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,38.0,69.0,39.0,29.0,254.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,76.0,60.0,50.0,77.0,119.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,77.0,55.0,78.0,49.0,146.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,45.0,35.0,26.0,45.0,260.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,47.0,52.0,74.0,79.0,134.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,71.0,21.0,24.0,41.0,273.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,60.0,48.0,20.0,73.0,177.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,20.0,78.0,17.0,36.0,320.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,15.0,42.0,37.0,52.0,273.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
0,73.0,47.0,61.0,77.0,122.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,30124.0
