iterID,x1,x2,x3,x4,ParetoFamily,Pareto_f1,Pareto_f2
1,78.0,58.0,63.0,59.0,0,129.0,257.9999999999959
1,73.0,47.0,61.0,77.0,0,122.0,257.999999999995
1,76.0,60.0,50.0,77.0,0,119.0,262.999999999995
2,21.0,23.0,22.0,25.0,0,409.99999998282516,91.00000000872274
2,35.0,33.0,10.0,15.0,0,399.9999999919125,93.00000000426135
2,14.0,44.0,14.0,39.0,0,346.99999999456253,111.00000000336141
2,29.0,49.0,29.0,21.0,0,324.99999999132484,128.00000000502288
2,64.0,37.0,15.0,18.0,0,323.9999999914249,134.0000000044228
2,53.0,13.0,40.0,30.0,0,317.99999999202475,136.00000000422273
2,28.0,45.0,12.0,44.0,0,290.9999999973624,129.00000000246146
2,40.0,40.0,19.0,37.0,0,291.9999999946249,136.00000000422267
2,46.0,26.0,27.0,39.0,0,289.9999999974125,138.00000000201138
2,54.0,41.0,41.0,11.0,0,289.9999999948249,147.00000000312275
2,41.0,21.0,43.0,39.0,0,281.9999999956248,144.00000000342277
2,15.0,42.0,37.0,52.0,0,272.9999999965249,146.00000000322285
2,21.0,15.0,49.0,63.0,0,265.9999999972249,148.0000000030227
2,45.0,35.0,26.0,45.0,0,259.9999999989124,151.00000000136134
2,26.0,43.0,46.0,42.0,0,255.99999999822495,157.00000000212273
2,59.0,31.0,36.0,37.0,0,251.99999999862484,163.00000000152272
2,12.0,56.0,33.0,60.0,0,238.9999999999248,161.00000000172284
2,24.0,47.0,24.0,66.0,0,235.00000000032492,161.00000000172273
2,55.0,44.0,55.0,21.0,0,246.99999999912478,175.00000000032287
2,12.0,77.0,11.0,73.0,0,235.00000000032492,173.0000000005228
2,44.0,14.0,35.0,74.0,0,217.00000000212498,167.00000000112277
2,61.0,43.0,12.0,58.0,0,218.00000000202488,174.00000000042277
2,25.0,38.0,47.0,65.0,0,218.00000000202476,175.00000000032273
2,43.0,19.0,30.0,78.0,0,203.00000000352486,170.00000000082275
2,72.0,22.0,44.0,53.0,0,217.0000000021248,190.9999999987228
2,51.0,39.0,18.0,69.0,0,197.00000000412481,177.0000000001228
2,38.0,38.0,41.0,68.0,0,200.00000000382482,184.99999999932268
2,36.0,66.0,17.0,71.0,0,191.00000000472497,189.99999999882277
2,28.0,78.0,23.0,70.0,0,198.00000000402494,198.99999999792274
2,68.0,30.0,55.0,54.0,0,191.00000000472488,206.99999999712276
2,49.0,27.0,56.0,69.0,0,177.00000000612476,200.99999999772277
2,51.0,40.0,32.0,75.0,0,166.00000000722486,197.9999999980228
2,42.0,72.0,58.0,48.0,0,181.0000000057247,219.99999999582278
2,70.0,17.0,69.0,66.0,0,175.00000000632474,221.99999999562277
2,34.0,62.0,77.0,56.0,0,174.00000000642478,228.9999999949228
2,48.0,66.0,38.0,64.0,0,162.0000000038125,215.9999999981115
2,44.0,50.0,73.0,59.0,0,164.00000000742492,225.99999999522288
2,63.0,59.0,79.0,43.0,0,162.0000000076249,243.9999999934228
2,63.0,25.0,68.0,76.0,0,151.0000000043624,231.9999999973114
2,71.0,31.0,67.0,75.0,0,137.00000000506253,243.99999999671138
2,47.0,52.0,74.0,79.0,0,134.00000001042486,251.99999999262272
2,78.0,58.0,63.0,59.0,0,129.00000001092485,257.99999999202277
2,73.0,47.0,61.0,77.0,0,122.0000000058125,257.99999999601135
2,76.0,60.0,50.0,77.0,0,119.00000000596253,262.9999999957614
3,21.0,23.0,22.0,25.0,0,409.99999999141227,91.0000000043614
3,35.0,33.0,10.0,15.0,0,399.9999999946083,93.00000000284092
3,14.0,44.0,14.0,39.0,0,346.9999999963751,111.00000000224098
3,29.0,49.0,29.0,21.0,0,324.99999999132467,128.00000000502286
3,64.0,37.0,15.0,18.0,0,323.9999999914248,134.00000000442276
3,53.0,13.0,40.0,30.0,0,317.99999999202475,136.00000000422284
3,28.0,45.0,12.0,44.0,0,290.9999999982415,129.00000000164107
3,40.0,40.0,19.0,37.0,0,291.99999999462466,136.00000000422278
3,46.0,26.0,27.0,39.0,0,289.9999999974124,138.00000000201135
3,54.0,41.0,41.0,11.0,0,289.99999999482475,147.00000000312272
3,41.0,21.0,43.0,39.0,0,281.99999999562476,144.0000000034228
3,15.0,42.0,37.0,52.0,0,272.9999999965248,146.00000000322285
3,21.0,15.0,49.0,63.0,0,265.99999999722473,148.00000000302273
3,45.0,35.0,26.0,45.0,0,259.99999999891236,151.00000000136131
3,26.0,43.0,46.0,42.0,0,255.99999999822472,157.00000000212276
3,59.0,31.0,36.0,37.0,0,251.99999999862476,163.00000000152272
3,12.0,56.0,33.0,60.0,0,238.99999999992474,161.0000000017228
3,24.0,47.0,24.0,66.0,0,235.0000000003248,161.00000000172273
3,55.0,44.0,55.0,21.0,0,246.99999999912473,175.0000000003228
3,12.0,77.0,11.0,73.0,0,235.00000000032475,173.00000000052273
3,44.0,14.0,35.0,74.0,0,217.00000000212475,167.00000000112274
3,61.0,43.0,12.0,58.0,0,218.00000000202476,174.00000000042277
3,25.0,38.0,47.0,65.0,0,218.0000000020247,175.00000000032276
3,43.0,19.0,30.0,78.0,0,203.00000000352475,170.00000000082275
3,72.0,22.0,44.0,53.0,0,217.00000000212475,190.99999999872279
3,51.0,39.0,18.0,69.0,0,197.00000000412467,177.0000000001228
3,38.0,38.0,41.0,68.0,0,200.00000000382477,184.9999999993227
3,36.0,66.0,17.0,71.0,0,191.00000000472482,189.99999999882277
3,28.0,78.0,23.0,70.0,0,198.00000000402477,198.9999999979227
3,68.0,30.0,55.0,54.0,0,191.00000000472477,206.99999999712276
3,49.0,27.0,56.0,69.0,0,177.00000000612465,200.9999999977228
3,51.0,40.0,32.0,75.0,0,166.0000000036124,197.99999999901138
3,42.0,72.0,58.0,48.0,0,181.00000000572464,219.99999999582278
3,70.0,17.0,69.0,66.0,0,175.00000000632477,221.99999999562272
3,48.0,66.0,38.0,64.0,0,162.00000000381235,215.99999999811143
3,44.0,50.0,73.0,59.0,0,164.00000000742466,225.99999999522285
3,63.0,59.0,79.0,43.0,0,162.00000000762475,243.99999999342282
3,63.0,25.0,68.0,76.0,0,151.0000000029082,231.99999999820756
3,71.0,31.0,67.0,75.0,0,137.00000000337496,243.9999999978076
3,47.0,52.0,74.0,79.0,0,134.00000000521234,251.99999999631137
3,78.0,58.0,63.0,59.0,0,129.00000000546237,257.9999999960114
3,73.0,47.0,61.0,77.0,0,122.00000000387493,257.9999999973409
3,76.0,60.0,50.0,77.0,0,119.00000000596236,262.99999999576136
4,21.0,23.0,22.0,25.0,0,409.99999999427484,91.00000000290747
4,35.0,33.0,10.0,15.0,0,399.9999999959561,93.00000000213059
4,14.0,44.0,14.0,39.0,0,346.99999999728124,111.00000000168062
4,29.0,49.0,29.0,21.0,0,324.9999999913244,128.00000000502286
4,64.0,37.0,15.0,18.0,0,323.9999999914248,134.00000000442265
4,53.0,13.0,40.0,30.0,0,317.99999999202475,136.00000000422267
4,28.0,45.0,12.0,44.0,0,290.99999999868123,129.00000000123083
4,40.0,40.0,19.0,37.0,0,291.9999999946247,136.00000000422267
4,46.0,26.0,27.0,39.0,0,289.9999999982749,138.00000000134082
4,54.0,41.0,41.0,11.0,0,289.99999999482475,147.0000000031227
4,41.0,21.0,43.0,39.0,0,281.99999999562453,144.00000000342277
4,15.0,42.0,37.0,52.0,0,272.99999999652465,146.00000000322274
4,21.0,15.0,49.0,63.0,0,265.9999999972247,148.0000000030227
4,45.0,35.0,26.0,45.0,0,259.99999999891236,151.00000000136126
4,26.0,43.0,46.0,42.0,0,255.99999999822475,157.0000000021227
4,59.0,31.0,36.0,37.0,0,251.99999999862482,163.00000000152266
4,12.0,56.0,33.0,60.0,0,238.99999999992465,161.0000000017228
4,24.0,47.0,24.0,66.0,0,235.00000000032477,161.00000000172264
4,55.0,44.0,55.0,21.0,0,246.99999999912458,175.0000000003228
4,12.0,77.0,11.0,73.0,0,235.00000000032483,173.00000000052268
4,44.0,14.0,35.0,74.0,0,217.00000000212484,167.00000000112266
4,61.0,43.0,12.0,58.0,0,218.00000000202473,174.00000000042263
4,25.0,38.0,47.0,65.0,0,218.00000000202485,175.00000000032264
4,43.0,19.0,30.0,78.0,0,203.00000000352478,170.0000000008227
4,72.0,22.0,44.0,53.0,0,217.00000000212478,190.99999999872267
4,51.0,39.0,18.0,69.0,0,197.00000000412462,177.00000000012278
4,38.0,38.0,41.0,68.0,0,200.00000000382477,184.99999999932265
4,36.0,66.0,17.0,71.0,0,191.0000000047248,189.99999999882266
4,28.0,78.0,23.0,70.0,0,198.00000000402477,198.99999999792266
4,68.0,30.0,55.0,54.0,0,191.00000000472497,206.9999999971227
4,49.0,27.0,56.0,69.0,0,177.0000000061247,200.99999999772274
4,51.0,40.0,32.0,75.0,0,166.0000000024081,197.99999999934084
4,70.0,17.0,69.0,66.0,0,175.00000000632477,221.9999999956226
4,48.0,66.0,38.0,64.0,0,162.0000000038123,215.99999999811138
4,44.0,50.0,73.0,59.0,0,164.0000000074247,225.99999999522282
4,63.0,59.0,79.0,43.0,0,162.00000000762472,243.9999999934227
4,63.0,25.0,68.0,76.0,0,151.00000000218117,231.99999999865554
4,71.0,31.0,67.0,75.0,0,137.0000000025312,243.99999999835558
4,47.0,52.0,74.0,79.0,0,134.0000000052124,251.99999999631126
4,78.0,58.0,63.0,59.0,0,129.00000000546237,257.9999999960113
4,73.0,47.0,61.0,77.0,0,122.00000000290626,257.99999999800553
4,76.0,60.0,50.0,77.0,0,119.00000000397498,262.99999999717414
