iterID,x1,x2,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,42.0,49.0,0.7068965517241379,0.2088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,74.0,172.0,0.21551724137931033,0.6647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,53.0,63.0,0.6012931034482759,0.2823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,64.0,75.0,0.48814655172413796,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,138.0,35.0,0.41810344827586204,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,113.0,111.0,0.14331896551724138,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,93.0,86.0,0.2941810344827586,0.4676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,87.0,167.0,0.15625,0.6882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,51.0,27.0,0.7640086206896551,0.17058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,169.0,88.0,0.1627155172413793,0.6970588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,49.0,54.0,0.6519396551724138,0.24411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,134.0,140.0,0.04202586206896552,0.7470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,163.0,161.0,0.0,0.8941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,21.0,95.0,0.59375,0.2823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,24.0,161.0,0.4364224137931034,0.4852941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,172.0,46.0,0.3577586206896552,0.5823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,128.0,99.0,0.15193965517241378,0.6088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,174.0,115.0,0.08297413793103449,0.7911764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,160.0,170.0,0.0,0.9117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,14.0,14.0,0.9633620689655172,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,149.0,56.0,0.2995689655172414,0.5441176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,60.0,179.0,0.2834051724137931,0.6441176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,151.0,116.0,0.07650862068965517,0.7264705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,98.0,72.0,0.3426724137931034,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,102.0,92.0,0.24892241379310345,0.5117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,77.0,175.0,0.2122844827586207,0.6823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,131.0,106.0,0.11853448275862069,0.638235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,56.0,110.0,0.4170258620689655,0.4294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,112.0,73.0,0.2769396551724138,0.4852941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,115.0,31.0,0.46551724137931033,0.37058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,22.0,130.0,0.4730603448275862,0.38823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,80.0,61.0,0.4838362068965517,0.3558823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,67.0,169.0,0.26185344827586204,0.6352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,44.0,121.0,0.4170258620689655,0.4264705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,122.0,30.0,0.4547413793103448,0.38823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,147.0,40.0,0.38469827586206895,0.49117647058823527,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,116.0,137.0,0.07219827586206896,0.6852941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,122.0,81.0,0.21875,0.538235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,166.0,164.0,0.0,0.9117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,29.0,19.0,0.8642241379310345,0.08235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,176.0,70.0,0.24568965517241378,0.6647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,36.0,132.0,0.41379310344827586,0.43529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,159.0,156.0,0.0021551724137931034,0.8676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,49.0,113.0,0.4418103448275862,0.4176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,90.0,13.0,0.6293103448275862,0.24411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,131.0,38.0,0.41594827586206895,0.43823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,27.0,49.0,0.7618534482758621,0.16470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,95.0,158.0,0.13038793103448276,0.6852941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,71.0,42.0,0.6131465517241379,0.2735294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,73.0,22.0,0.6745689655172413,0.22058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,79.0,34.0,0.6045258620689655,0.2735294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,11.0,66.0,0.7564655172413793,0.1676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,35.0,147.0,0.3922413793103448,0.4764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,69.0,151.0,0.2521551724137931,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,151.0,93.0,0.15086206896551724,0.6588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,110.0,60.0,0.3394396551724138,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,141.0,136.0,0.03017241379310345,0.7558823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,157.0,118.0,0.06788793103448276,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,61.0,58.0,0.5592672413793104,0.2911764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,101.0,155.0,0.10775862068965517,0.6941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,84.0,17.0,0.6390086206896551,0.23823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,86.0,105.0,0.2650862068965517,0.5029411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,29.0,144.0,0.4191810344827586,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,20.0,125.0,0.5043103448275862,0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,18.0,43.0,0.8318965517241379,0.12058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,45.0,128.0,0.3890086206896552,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,108.0,77.0,0.26939655172413796,0.4852941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,32.0,127.0,0.4375,0.4088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,13.0,65.0,0.7478448275862069,0.17058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,125.0,11.0,0.5344827586206896,0.3411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,145.0,79.0,0.1939655172413793,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,117.0,101.0,0.1627155172413793,0.5823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,59.0,176.0,0.29094827586206895,0.6323529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,65.0,82.0,0.44935344827586204,0.3735294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,134.0,45.0,0.38469827586206895,0.4676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,127.0,144.0,0.03987068965517242,0.7382352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
0,178.0,153.0,0.0021551724137931034,0.9147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.5284260902636917
1,119.0,119.0,0.11637931034482758,0.6411764705882353,0.10269170345133405,0.008725319853839772,0.10081927945384923,0.6411765730148304,0.0,0.6411765730148304,0.5285211713995943
2,115.0,169.0,0.05064655172413793,0.7764705882352941,0.013170285229026057,0.03144732666205255,0.00644803664554406,0.776470534705684,0.0,0.776470534705684,0.5285211713995943
3,142.0,172.0,0.005387931034482759,0.8647058823529412,0.029574836809908217,0.036215967635032396,0.021863057378536305,0.8647058571557682,36.19846060649585,-6.843345651109596,0.5285718813387424
4,128.0,177.0,0.03125,0.8382352941176471,0.02213089080385965,0.03013484175055355,0.015738512409987478,0.838235250046117,70.81088893719586,-14.182583516480113,0.5285718813387424
5,180.0,171.0,0.0,0.9735294117647059,0.0035781731570659493,0.019641864908424195,-0.0005726136987009335,0.9735291990458631,203.59687622630955,-42.05126715585185,0.5285718813387424
6,108.0,74.0,0.28448275862068967,0.4764705882352941,0.281412630075094,0.0010650699279834293,0.2811883995093914,0.47647057465536713,0.0,0.47647057465536713,0.5286574543610548
