iterID,x1,x2,ParetoFamily,Pareto_f1,Pareto_f2
1,176.58410281300382,163.48175631410436,0.0,-0.0024583753460660773,0.9413699060678482
1,176.43089604944348,161.28432896895345,0.0,-0.002284712883465545,0.9344563335180283
1,177.81377016743915,159.12313062687667,0.0,-0.0017387858547408541,0.9321671351790428
1,172.55881221131477,164.0,0.0,-0.0006707698747163704,0.9310551360249519
1,159.9887131129318,163.9919424129469,0.0,-0.0006171598631681263,0.8940607011318207
1,158.8058893463203,163.47369872705127,0.0,-0.0003281385795617098,0.8890575468540192
1,158.95276504454193,162.07561942862282,0.0,-0.00015682818144568955,0.885377548635006
1,158.95276504454193,160.8904732864001,0.0,0.00011745544856012202,0.8818918466567993
1,159.47362042363494,159.4065582259053,0.0,0.0004756517367923152,0.8790593296289444
1,159.56742692090702,157.4510259579817,0.0,0.001284737941602998,0.8735836669802666
1,158.46146074697447,157.4510259579817,0.0,0.0015359428852548263,0.8703308328986168
1,156.19691544288156,157.4510259579817,0.0,0.0025623018898386363,0.8636704310774803
1,158.43808413394498,153.79452448340976,0.0,0.0037046601314614236,0.8595077022910118
1,158.46146074697447,153.48475645040193,0.0,0.0039188125935538665,0.858665369451046
1,158.3940006986425,153.480587336389,0.0,0.003941594254115444,0.8584546819329262
1,156.00227871802412,153.3424693751275,0.0,0.0050794382104299984,0.8510139808058739
1,152.97241422855174,154.42333640312202,0.0,0.006492381822511106,0.8452816605567932
1,153.09347699298814,153.78284640367033,0.0,0.006770430206245237,0.8437539488077164
1,154.0237721267166,152.37480372559668,0.0,0.007029572531223494,0.8423488214612007
1,151.92826344971752,153.1116421374648,0.0,0.008122233715596394,0.8383527174592018
1,151.5400422929115,153.48475645040193,0.0,0.008235383949738662,0.8383082821965218
1,149.93607672196703,153.48475645040193,0.0,0.009715546362144778,0.8335907310247421
1,151.280467084677,150.3341589067397,0.0,0.010497134869069669,0.8282783851027489
1,150.50732131893898,150.16840153530063,0.0,0.011178955495438458,0.8255169168114662
