iterID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,ParetoFamily,Pareto_f1,Pareto_f2
1,171.0,170.0,162.0,165.0,179.0,169.0,118.0,176.0,180.0,166.0,148.0,171.0,110.0,0.0,0.02953971413634804,0.8837178903634708
1,179.0,162.0,128.0,167.0,175.0,153.0,150.0,176.0,165.0,173.0,149.0,169.0,124.0,0.0,0.03236185170163708,0.8769809252162304
1,180.0,172.0,162.0,166.0,180.0,169.0,118.0,156.0,147.0,177.0,148.0,169.0,103.0,0.0,0.036001230130381145,0.8665903410830822
1,180.0,176.0,148.0,164.0,174.0,170.0,148.0,152.0,146.0,165.0,148.0,160.0,109.0,0.0,0.03764260290228094,0.8635425765615992
1,179.0,172.0,162.0,166.0,172.0,169.0,118.0,156.0,146.0,166.0,148.0,169.0,110.0,0.0,0.039034162234173664,0.8603476205028073
1,179.0,170.0,170.0,157.0,169.0,154.0,116.0,177.0,146.0,165.0,148.0,169.0,106.0,0.0,0.040191813358205764,0.8572305541413243
1,180.0,174.0,142.0,176.0,171.0,177.0,116.0,174.0,177.0,109.0,148.0,169.0,95.0,0.0,0.04146346614112417,0.8491637728196224
1,114.0,172.0,162.0,166.0,171.0,170.0,118.0,175.0,143.0,166.0,148.0,171.0,111.0,0.0,0.043155737920670845,0.8396559446480012
1,116.0,175.0,146.0,165.0,171.0,171.0,118.0,176.0,147.0,171.0,148.0,171.0,101.0,0.0,0.04380194324801323,0.8346844599804797
1,118.0,172.0,162.0,164.0,172.0,171.0,129.0,177.0,146.0,110.0,151.0,169.0,119.0,0.0,0.050380250514535874,0.8276305167676128
1,131.0,163.0,121.0,177.0,128.0,154.0,150.0,176.0,165.0,173.0,120.0,160.0,139.0,0.0,0.051801005226195684,0.826176921265187
1,99.0,175.0,128.0,163.0,171.0,176.0,124.0,178.0,147.0,169.0,148.0,156.0,102.0,0.0,0.052707018775805636,0.8167171642201936
1,16.0,19.0,27.0,58.0,60.0,100.0,26.0,20.0,119.0,110.0,28.0,72.0,93.0,0.0,0.4807142056640714,0.2796445780982424
1,16.0,20.0,27.0,58.0,60.0,99.0,26.0,20.0,119.0,109.0,29.0,72.0,93.0,0.0,0.48109257888344814,0.2796379546520882
1,16.0,40.0,29.0,38.0,33.0,95.0,16.0,45.0,91.0,128.0,29.0,73.0,96.0,0.0,0.4970292432373924,0.2710727745192969
1,19.0,64.0,68.0,95.0,45.0,60.0,44.0,48.0,134.0,24.0,38.0,49.0,21.0,0.0,0.5035014759793057,0.26197669442245797
1,23.0,59.0,69.0,95.0,45.0,60.0,44.0,48.0,134.0,24.0,38.0,49.0,14.0,0.0,0.5065220694609422,0.25883701101275847
1,16.0,20.0,22.0,58.0,59.0,47.0,45.0,20.0,119.0,108.0,58.0,72.0,23.0,0.0,0.5250751952868313,0.24307243893468922
2,177.0,178.0,178.0,173.0,166.0,176.0,171.0,180.0,179.0,162.0,170.0,178.0,138.0,0.0,0.016103309757340867,0.9482019538554596
2,180.0,174.0,179.0,165.0,171.0,176.0,180.0,171.0,179.0,157.0,170.0,178.0,139.0,0.0,0.018774428407596133,0.9450256575582898
2,177.0,174.0,179.0,165.0,171.0,176.0,180.0,171.0,179.0,157.0,170.0,178.0,140.0,0.0,0.01900229290652078,0.9441240502128494
2,177.0,174.0,179.0,165.0,171.0,176.0,177.0,171.0,180.0,157.0,170.0,177.0,140.0,0.0,0.019577248059135854,0.9427752354622498
2,180.0,173.0,136.0,178.0,180.0,176.0,179.0,177.0,180.0,164.0,178.0,169.0,142.0,0.0,0.019955679300664997,0.9419116684730398
2,180.0,176.0,143.0,172.0,179.0,169.0,176.0,180.0,178.0,174.0,170.0,176.0,133.0,0.0,0.020263342195221412,0.9392092351354222
2,180.0,172.0,124.0,177.0,179.0,179.0,171.0,180.0,180.0,164.0,178.0,177.0,138.0,0.0,0.020407811448308166,0.9360605062393006
2,180.0,173.0,154.0,163.0,155.0,179.0,172.0,180.0,180.0,177.0,167.0,177.0,136.0,0.0,0.020482801753473723,0.9333143131407269
2,180.0,176.0,161.0,172.0,166.0,179.0,180.0,178.0,178.0,163.0,170.0,171.0,109.0,0.0,0.02070232209018741,0.9287851161861909
2,180.0,176.0,179.0,166.0,157.0,179.0,180.0,171.0,178.0,163.0,170.0,171.0,109.0,0.0,0.02145400357107974,0.9269507051267283
2,180.0,176.0,161.0,166.0,166.0,179.0,179.0,178.0,178.0,163.0,170.0,171.0,109.0,0.0,0.022123882004166262,0.9256238123343792
2,154.0,174.0,143.0,178.0,179.0,177.0,179.0,177.0,180.0,173.0,170.0,169.0,109.0,0.0,0.02306294364166206,0.9193388498388231
2,154.0,173.0,143.0,178.0,180.0,179.0,179.0,177.0,180.0,173.0,167.0,169.0,109.0,0.0,0.023161468154853537,0.9188870488196699
2,154.0,173.0,143.0,178.0,179.0,179.0,179.0,177.0,180.0,173.0,167.0,169.0,109.0,0.0,0.02324905365912855,0.9184351666062867
2,154.0,173.0,161.0,178.0,179.0,179.0,149.0,177.0,180.0,173.0,168.0,171.0,109.0,0.0,0.023833623543396243,0.9143987456664036
2,180.0,176.0,124.0,173.0,165.0,179.0,172.0,179.0,180.0,166.0,178.0,177.0,96.0,0.0,0.024913508023928443,0.9116360406860622
2,153.0,173.0,143.0,177.0,176.0,179.0,179.0,180.0,180.0,154.0,167.0,169.0,109.0,0.0,0.026678883283466348,0.9089521155365219
2,180.0,176.0,127.0,163.0,165.0,179.0,172.0,179.0,180.0,166.0,177.0,177.0,96.0,0.0,0.026941604395346985,0.9080207384067762
2,180.0,176.0,124.0,167.0,165.0,176.0,172.0,179.0,176.0,173.0,170.0,177.0,96.0,0.0,0.027582414830703783,0.9053170311344729
2,89.0,73.0,109.0,41.0,25.0,47.0,28.0,89.0,28.0,25.0,58.0,16.0,117.0,0.0,0.5383132776283901,0.27832151293114293
3,180.0,180.0,178.0,180.0,174.0,176.0,176.0,180.0,179.0,163.0,178.0,176.0,105.0,0.0,0.009344112006829164,0.9479637667536736
3,180.0,178.0,178.0,180.0,166.0,176.0,176.0,180.0,179.0,163.0,178.0,176.0,105.0,0.0,0.009830854155552515,0.9434389011003077
3,180.0,176.0,178.0,180.0,180.0,169.0,176.0,180.0,179.0,175.0,178.0,175.0,86.0,0.0,0.010985875734832007,0.9420813475735486
3,174.0,178.0,178.0,173.0,166.0,177.0,171.0,180.0,178.0,172.0,179.0,176.0,104.0,0.0,0.013438085380812481,0.9393664938397706
3,174.0,178.0,178.0,173.0,166.0,177.0,176.0,180.0,178.0,164.0,179.0,176.0,105.0,0.0,0.013460251324659112,0.9384615365415812
3,180.0,177.0,133.0,180.0,163.0,166.0,172.0,178.0,179.0,163.0,180.0,175.0,144.0,0.0,0.014448525889974917,0.9321266515180469
3,177.0,178.0,169.0,180.0,69.0,176.0,178.0,180.0,179.0,172.0,179.0,178.0,138.0,0.0,0.017600362055418373,0.9153845286928117
3,174.0,178.0,178.0,173.0,68.0,177.0,178.0,180.0,178.0,172.0,179.0,178.0,138.0,0.0,0.02047211774652169,0.9144795010797679
3,180.0,18.0,165.0,180.0,180.0,176.0,179.0,173.0,179.0,175.0,176.0,175.0,147.0,0.0,0.030504753516197525,0.8927600430324674
3,174.0,180.0,178.0,169.0,159.0,180.0,171.0,178.0,176.0,129.0,177.0,175.0,31.0,0.0,0.03147223566656976,0.880994584877044
3,178.0,17.0,170.0,180.0,180.0,177.0,176.0,179.0,159.0,175.0,178.0,178.0,74.0,0.0,0.03292115314025068,0.8556560897268355
3,180.0,22.0,164.0,180.0,180.0,176.0,176.0,174.0,179.0,163.0,173.0,175.0,74.0,0.0,0.03671467178855892,0.8533936943858862
3,180.0,15.0,161.0,180.0,180.0,179.0,176.0,169.0,179.0,157.0,178.0,177.0,74.0,0.0,0.038276196374226856,0.8484163451939821
3,180.0,36.0,176.0,173.0,180.0,177.0,176.0,175.0,178.0,176.0,173.0,175.0,26.0,0.0,0.03937224795140537,0.8466055118478835
3,180.0,20.0,133.0,180.0,180.0,166.0,176.0,178.0,179.0,164.0,170.0,176.0,96.0,0.0,0.0412161993826885,0.8452491220086813
3,180.0,20.0,133.0,180.0,180.0,166.0,176.0,178.0,179.0,164.0,170.0,176.0,95.0,0.0,0.04130324787661266,0.8447966324165463
3,180.0,26.0,170.0,180.0,177.0,177.0,176.0,173.0,175.0,162.0,170.0,175.0,27.0,0.0,0.041678103404365174,0.831673486623913
3,180.0,24.0,134.0,180.0,164.0,180.0,172.0,178.0,178.0,164.0,177.0,180.0,26.0,0.0,0.04408406689753974,0.8176464345306158
3,177.0,26.0,136.0,173.0,178.0,175.0,179.0,179.0,179.0,157.0,172.0,178.0,25.0,0.0,0.049406710145376564,0.8162889699451625
3,177.0,65.0,173.0,180.0,172.0,176.0,172.0,174.0,33.0,164.0,177.0,176.0,27.0,0.0,0.054652656252528686,0.7855197410099208
3,178.0,18.0,178.0,179.0,178.0,177.0,172.0,180.0,32.0,162.0,178.0,176.0,30.0,0.0,0.05950621117699484,0.7728501306846738
3,178.0,18.0,169.0,179.0,180.0,177.0,172.0,180.0,30.0,162.0,178.0,176.0,30.0,0.0,0.06079922103708668,0.768777780700475
3,177.0,14.0,170.0,154.0,178.0,177.0,176.0,179.0,30.0,164.0,178.0,169.0,26.0,0.0,0.07435060430543672,0.7520357044413686
3,180.0,17.0,131.0,153.0,54.0,176.0,174.0,176.0,96.0,175.0,178.0,169.0,47.0,0.0,0.08252405207394986,0.7221719259396195
3,180.0,17.0,133.0,166.0,19.0,166.0,176.0,179.0,29.0,164.0,172.0,168.0,142.0,0.0,0.10446008702297149,0.7153847655281425
3,180.0,83.0,137.0,174.0,86.0,166.0,176.0,14.0,27.0,155.0,118.0,176.0,47.0,0.0,0.12811453805647943,0.6375566138885915
3,22.0,17.0,124.0,163.0,180.0,34.0,141.0,180.0,168.0,82.0,56.0,177.0,139.0,0.0,0.17397060549319576,0.6122171860188246
3,106.0,80.0,136.0,85.0,85.0,130.0,143.0,12.0,15.0,94.0,119.0,123.0,49.0,0.0,0.2571569223841834,0.47375565581023693
3,73.0,11.0,126.0,147.0,53.0,17.0,65.0,57.0,21.0,39.0,19.0,121.0,105.0,0.0,0.4043906834920108,0.3276016344316304
3,16.0,21.0,27.0,59.0,60.0,100.0,26.0,20.0,133.0,110.0,42.0,72.0,93.0,0.0,0.46886437818693594,0.2936651650816202
4,180.0,178.0,170.0,179.0,179.0,176.0,178.0,179.0,179.0,164.0,170.0,180.0,142.0,0.0,0.008129528520072427,0.9610858001105953
4,180.0,178.0,170.0,179.0,179.0,179.0,178.0,179.0,179.0,164.0,170.0,176.0,142.0,0.0,0.008479226651445515,0.9606333123811055
4,178.0,178.0,170.0,179.0,179.0,179.0,178.0,179.0,180.0,164.0,170.0,176.0,142.0,0.0,0.008640629603547723,0.9601808290171903
4,180.0,180.0,177.0,180.0,166.0,176.0,179.0,174.0,179.0,170.0,170.0,174.0,141.0,0.0,0.00894598827869686,0.95746593241347
4,180.0,178.0,177.0,180.0,167.0,176.0,171.0,180.0,175.0,162.0,178.0,178.0,131.0,0.0,0.008952373474016895,0.951583623274928
4,179.0,180.0,159.0,180.0,179.0,179.0,178.0,179.0,180.0,164.0,170.0,176.0,129.0,0.0,0.009213415652595813,0.9511310874804622
4,177.0,178.0,176.0,178.0,166.0,179.0,171.0,179.0,173.0,164.0,170.0,178.0,138.0,0.0,0.010914066494308372,0.948868707913789
4,180.0,178.0,179.0,180.0,135.0,179.0,173.0,179.0,174.0,161.0,173.0,179.0,142.0,0.0,0.01114175294142683,0.9420814348413842
4,177.0,178.0,180.0,179.0,166.0,176.0,178.0,179.0,179.0,164.0,170.0,176.0,107.0,0.0,0.011307865363136216,0.9407239354186459
