iterID,x1,x2,x3,x4,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,46.0,26.0,27.0,39.0,301.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,59.0,31.0,36.0,37.0,289.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,75.0,70.0,19.0,46.0,204.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,44.0,14.0,35.0,74.0,229.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,62.0,17.0,29.0,23.0,360.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,65.0,75.0,53.0,60.0,147.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,22.0,36.0,64.0,67.0,215.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,44.0,50.0,73.0,59.0,190.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,10.0,76.0,52.0,61.0,201.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,32.0,68.0,47.0,12.0,290.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,36.0,80.0,76.0,52.0,190.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,12.0,77.0,11.0,73.0,239.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,68.0,11.0,33.0,57.0,250.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,43.0,19.0,30.0,78.0,203.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,70.0,17.0,69.0,66.0,154.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,37.0,20.0,66.0,23.0,312.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,55.0,37.0,71.0,17.0,242.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,57.0,12.0,70.0,40.0,235.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,21.0,23.0,22.0,25.0,410.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,54.0,41.0,41.0,11.0,309.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,27.0,63.0,78.0,19.0,266.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,48.0,19.0,73.0,26.0,293.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,72.0,13.0,51.0,31.0,260.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,28.0,78.0,23.0,70.0,210.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,40.0,40.0,19.0,37.0,306.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,14.0,60.0,44.0,14.0,348.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,19.0,67.0,23.0,37.0,319.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,16.0,72.0,62.0,79.0,151.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,24.0,47.0,24.0,66.0,255.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,38.0,38.0,41.0,68.0,186.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,33.0,79.0,28.0,19.0,293.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,23.0,46.0,42.0,47.0,251.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,38.0,69.0,39.0,29.0,265.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,76.0,60.0,50.0,77.0,130.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,77.0,55.0,78.0,49.0,159.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,45.0,35.0,26.0,45.0,263.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,47.0,52.0,74.0,79.0,119.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,71.0,21.0,24.0,41.0,253.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,60.0,48.0,20.0,73.0,186.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,20.0,78.0,17.0,36.0,351.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,15.0,42.0,37.0,52.0,255.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,73.0,47.0,61.0,77.0,197.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,35.0,33.0,10.0,15.0,431.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,28.0,45.0,12.0,44.0,304.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,78.0,58.0,63.0,59.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,68.0,30.0,55.0,54.0,156.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,53.0,24.0,54.0,10.0,325.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,33.0,54.0,56.0,62.0,158.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,79.0,52.0,51.0,43.0,164.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,34.0,62.0,77.0,56.0,211.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,59.0,72.0,26.0,15.0,268.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,43.0,74.0,13.0,51.0,242.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,74.0,27.0,75.0,16.0,288.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,78.0,29.0,31.0,29.0,309.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,25.0,38.0,47.0,65.0,234.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,11.0,64.0,59.0,17.0,318.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,63.0,59.0,79.0,43.0,163.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,76.0,15.0,69.0,35.0,244.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,26.0,18.0,63.0,63.0,214.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,36.0,66.0,17.0,71.0,196.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,67.0,53.0,43.0,24.0,214.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,71.0,31.0,67.0,75.0,139.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,29.0,49.0,29.0,21.0,280.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,58.0,11.0,45.0,34.0,299.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,64.0,37.0,15.0,18.0,331.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,72.0,22.0,44.0,53.0,225.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,42.0,72.0,58.0,48.0,163.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,61.0,43.0,12.0,58.0,251.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
0,57.0,50.0,61.0,32.0,223.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0
1,10240.0,10240.0,10240.0,81920.0,290.0,110.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,10240.0,10240.0,80896.0,282.0,109.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,11264.0,10240.0,81920.0,303.0,111.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,10240.0,10240.0,79872.0,312.0,108.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,11264.0,10240.0,10240.0,81920.0,282.0,111.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,10240.0,11264.0,81920.0,302.0,111.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,10240.0,10240.0,78848.0,301.0,107.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,11264.0,10240.0,80896.0,302.0,110.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,11264.0,10240.0,10240.0,80896.0,289.0,110.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
1,10240.0,10240.0,11264.0,80896.0,279.0,110.0,0.0,1.0,-119.0,0.0,1.0,-91.0,36259.0
2,10240.0,10240.0,10240.0,81920.0,286.0,110.0,289.99999997099997,1.0000000413701846e-05,0.0,109.999999989,1.0000000413701846e-05,0.0,36274.0
2,10240.0,10240.0,10240.0,80896.0,283.0,109.0,281.9999999718,1.0000000413701846e-05,0.0,108.99999998909999,1.0000000413701846e-05,0.0,36274.0
2,10240.0,11264.0,10240.0,81920.0,298.0,111.0,302.99999996969996,1.0000000413701846e-05,0.0,110.99999998889999,1.0000000413701846e-05,0.0,36274.0
2,10240.0,10240.0,10240.0,79872.0,286.0,108.0,311.9999999688,1.0000000413701846e-05,0.0,107.9999999892,1.0000000413701846e-05,0.0,36274.0
2,11264.0,10240.0,10240.0,81920.0,285.0,111.0,281.9999999718,1.0000000413701846e-05,0.0,110.99999998889999,1.0000000413701846e-05,0.0,36274.0
2,10240.0,10240.0,11264.0,81920.0,288.0,111.0,301.9999999698,1.0000000413701846e-05,0.0,110.99999998889999,1.0000000413701846e-05,0.0,36274.0
2,10240.0,10240.0,10240.0,78848.0,306.0,107.0,300.99999996990005,1.0000000413701846e-05,0.0,106.9999999893,1.0000000413701846e-05,0.0,36274.0
2,10240.0,11264.0,10240.0,80896.0,288.0,110.0,301.9999999698,1.0000000413701846e-05,0.0,109.999999989,1.0000000413701846e-05,0.0,36274.0
2,11264.0,10240.0,10240.0,80896.0,303.0,110.0,288.9999999711,1.0000000413701846e-05,0.0,109.999999989,1.0000000413701846e-05,0.0,36274.0
2,10240.0,10240.0,11264.0,80896.0,293.0,110.0,278.9999999721,1.0000000413701846e-05,0.0,109.999999989,1.0000000413701846e-05,0.0,36274.0
