iterID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Pareto_f1,Pareto_f2
2,129.0,17.0,47.0,177.0,141.0,172.0,127.0,161.0,19.0,113.0,164.0,174.0,14.0,0.14756787794274465,0.5995475113122172
2,129.0,57.0,43.0,168.0,142.0,177.0,124.0,86.0,19.0,147.0,164.0,174.0,12.0,0.14797801656960052,0.5936651583710407
2,129.0,17.0,43.0,179.0,143.0,177.0,127.0,31.0,19.0,179.0,164.0,174.0,39.0,0.1567549831843163,0.5841628959276018
2,129.0,57.0,43.0,168.0,142.0,177.0,122.0,20.0,19.0,147.0,164.0,174.0,12.0,0.16462964481994916,0.56289592760181
2,20.0,30.0,62.0,165.0,176.0,180.0,112.0,121.0,17.0,130.0,51.0,180.0,27.0,0.18103518989418424,0.516289592760181
2,35.0,93.0,55.0,73.0,155.0,166.0,37.0,124.0,130.0,32.0,128.0,168.0,26.0,0.242638011647937,0.49411764705882355
2,106.0,80.0,136.0,85.0,85.0,130.0,143.0,12.0,15.0,94.0,119.0,123.0,49.0,0.2571569190386351,0.47375565610859727
2,89.0,39.0,95.0,121.0,32.0,164.0,18.0,86.0,26.0,144.0,97.0,130.0,79.0,0.2600278894266262,0.4479638009049774
2,32.0,146.0,31.0,154.0,117.0,16.0,130.0,126.0,36.0,162.0,21.0,105.0,28.0,0.307603970141908,0.4407239819004525
2,19.0,17.0,23.0,179.0,25.0,177.0,51.0,19.0,15.0,14.0,73.0,178.0,14.0,0.32474776474448364,0.3049773755656109
2,11.0,17.0,44.0,179.0,51.0,177.0,22.0,10.0,19.0,11.0,51.0,178.0,26.0,0.33418095316216884,0.3013574660633484
2,11.0,17.0,45.0,178.0,51.0,172.0,22.0,10.0,19.0,14.0,51.0,178.0,13.0,0.3399228939381511,0.29457013574660634
2,28.0,17.0,14.0,178.0,21.0,177.0,10.0,19.0,15.0,14.0,73.0,178.0,14.0,0.34484455746042164,0.2841628959276018
2,18.0,17.0,14.0,178.0,21.0,177.0,10.0,19.0,15.0,14.0,73.0,178.0,14.0,0.34935608235583626,0.27963800904977376
2,18.0,18.0,23.0,166.0,35.0,178.0,10.0,12.0,19.0,25.0,24.0,179.0,17.0,0.3633828233943073,0.2687782805429864
2,27.0,13.0,30.0,169.0,35.0,165.0,10.0,20.0,20.0,12.0,24.0,178.0,16.0,0.36715609876138133,0.2665158371040724
2,18.0,18.0,22.0,166.0,35.0,178.0,10.0,12.0,20.0,25.0,24.0,163.0,10.0,0.37355426134033304,0.2583710407239819
2,11.0,18.0,23.0,165.0,38.0,165.0,10.0,10.0,26.0,12.0,24.0,172.0,25.0,0.3787220080387171,0.25746606334841626
2,11.0,18.0,23.0,155.0,38.0,165.0,10.0,10.0,26.0,12.0,24.0,178.0,26.0,0.3834796161102453,0.25610859728506785
3,110.0,178.0,138.0,176.0,158.0,171.0,127.0,159.0,122.0,180.0,170.0,163.0,116.0,0.05914198999261751,0.8316742081447964
3,176.0,147.0,141.0,167.0,166.0,178.0,117.0,79.0,127.0,180.0,165.0,178.0,121.0,0.06701665162825035,0.8199095022624434
3,177.0,48.0,153.0,166.0,166.0,118.0,167.0,162.0,122.0,179.0,166.0,178.0,85.0,0.07940283815929784,0.7950226244343891
3,133.0,64.0,126.0,178.0,170.0,177.0,109.0,121.0,125.0,147.0,161.0,179.0,14.0,0.09638257731113116,0.7122171945701358
3,132.0,18.0,149.0,177.0,157.0,178.0,127.0,161.0,123.0,124.0,167.0,165.0,14.0,0.10499548847510458,0.7067873303167421
3,170.0,147.0,67.0,170.0,166.0,178.0,118.0,79.0,129.0,104.0,38.0,178.0,121.0,0.11992453449265852,0.6945701357466063
3,129.0,17.0,48.0,177.0,141.0,172.0,127.0,161.0,123.0,113.0,164.0,174.0,14.0,0.12878352883274546,0.6470588235294118
3,129.0,17.0,47.0,177.0,141.0,172.0,127.0,161.0,19.0,113.0,164.0,174.0,14.0,0.14756787794274465,0.5995475113122172
3,129.0,57.0,43.0,168.0,142.0,177.0,124.0,86.0,19.0,147.0,164.0,174.0,12.0,0.14797801656960052,0.5936651583710407
3,129.0,17.0,43.0,179.0,143.0,177.0,127.0,31.0,19.0,179.0,164.0,174.0,39.0,0.1567549831843163,0.5841628959276018
3,129.0,57.0,43.0,168.0,142.0,177.0,122.0,20.0,19.0,147.0,164.0,174.0,12.0,0.16462964481994916,0.56289592760181
3,20.0,30.0,62.0,165.0,176.0,180.0,112.0,121.0,17.0,130.0,51.0,180.0,27.0,0.18103518989418424,0.516289592760181
3,35.0,93.0,55.0,73.0,155.0,166.0,37.0,124.0,130.0,32.0,128.0,168.0,26.0,0.242638011647937,0.49411764705882355
3,106.0,80.0,136.0,85.0,85.0,130.0,143.0,12.0,15.0,94.0,119.0,123.0,49.0,0.2571569190386351,0.47375565610859727
3,89.0,39.0,95.0,121.0,32.0,164.0,18.0,86.0,26.0,144.0,97.0,130.0,79.0,0.2600278894266262,0.4479638009049774
3,11.0,17.0,43.0,165.0,38.0,178.0,10.0,10.0,26.0,179.0,161.0,172.0,39.0,0.2831597079812977,0.4158371040723982
3,19.0,17.0,23.0,179.0,25.0,177.0,51.0,19.0,15.0,14.0,73.0,178.0,14.0,0.32474776474448364,0.3049773755656109
3,11.0,17.0,44.0,179.0,51.0,177.0,22.0,10.0,19.0,11.0,51.0,178.0,26.0,0.33418095316216884,0.3013574660633484
3,11.0,17.0,45.0,178.0,51.0,172.0,22.0,10.0,19.0,14.0,51.0,178.0,13.0,0.3399228939381511,0.29457013574660634
3,28.0,17.0,14.0,178.0,21.0,177.0,10.0,19.0,15.0,14.0,73.0,178.0,14.0,0.34484455746042164,0.2841628959276018
3,18.0,17.0,14.0,178.0,21.0,177.0,10.0,19.0,15.0,14.0,73.0,178.0,14.0,0.34935608235583626,0.27963800904977376
3,18.0,18.0,23.0,166.0,35.0,178.0,10.0,12.0,19.0,25.0,24.0,179.0,17.0,0.3633828233943073,0.2687782805429864
3,27.0,13.0,30.0,169.0,35.0,165.0,10.0,20.0,20.0,12.0,24.0,178.0,16.0,0.36715609876138133,0.2665158371040724
3,18.0,18.0,22.0,166.0,35.0,178.0,10.0,12.0,20.0,25.0,24.0,163.0,10.0,0.37355426134033304,0.2583710407239819
